locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDDCBLLE_01622	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IDDCBLLE_01623	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
IDDCBLLE_01624	CDS	879				hypothetical protein
IDDCBLLE_01625	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
IDDCBLLE_01626	CDS	966	dmlR_2			HTH-type transcriptional regulator DmlR
IDDCBLLE_01627	CDS	273				hypothetical protein
IDDCBLLE_01628	CDS	399				hypothetical protein
IDDCBLLE_01629	CDS	759	focC			Chaperone protein FocC
IDDCBLLE_01630	CDS	1326				hypothetical protein
IDDCBLLE_01631	CDS	2562	fimD_1		COG3188	Outer membrane usher protein FimD
IDDCBLLE_01632	CDS	762	yadV			putative fimbrial chaperone YadV
IDDCBLLE_01633	CDS	537	sfaA			S-fimbrial protein subunit SfaA
IDDCBLLE_01634	CDS	735				hypothetical protein
IDDCBLLE_01635	CDS	501				hypothetical protein
IDDCBLLE_01636	CDS	1575	pdeN_2	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
IDDCBLLE_01637	CDS	744				hypothetical protein
IDDCBLLE_01638	CDS	489				hypothetical protein
IDDCBLLE_01639	CDS	525	ail_3		COG3637	Attachment invasion locus protein
IDDCBLLE_01640	CDS	528				hypothetical protein
IDDCBLLE_01641	CDS	360				hypothetical protein
IDDCBLLE_01642	CDS	1458	oprM		COG1538	Outer membrane protein OprM
IDDCBLLE_01643	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
IDDCBLLE_01644	CDS	1227	bepF			Efflux pump periplasmic linker BepF
IDDCBLLE_01645	CDS	2304	actP_1	7.2.2.9		Copper-transporting P-type ATPase
IDDCBLLE_01646	CDS	465	hmrR			HTH-type transcriptional regulator HmrR
IDDCBLLE_01647	CDS	195				hypothetical protein
IDDCBLLE_01648	CDS	114				hypothetical protein
IDDCBLLE_01649	CDS	1254	yjhB_1			Putative metabolite transport protein YjhB
IDDCBLLE_01650	CDS	1959				hypothetical protein
IDDCBLLE_01651	CDS	2973				hypothetical protein
IDDCBLLE_01652	CDS	102				hypothetical protein
IDDCBLLE_01653	CDS	1404				hypothetical protein
IDDCBLLE_01654	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
IDDCBLLE_01655	CDS	132				hypothetical protein
IDDCBLLE_01656	CDS	1005	rhaR_2			HTH-type transcriptional activator RhaR
IDDCBLLE_01657	CDS	1977	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
IDDCBLLE_01658	CDS	633	rhtC_1		COG1280	Threonine efflux protein
IDDCBLLE_01659	CDS	276				hypothetical protein
IDDCBLLE_01660	CDS	945	prpR_1		COG1221	Propionate catabolism operon regulatory protein
IDDCBLLE_01661	CDS	558	prpR_2		COG1221	Propionate catabolism operon regulatory protein
IDDCBLLE_01662	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
IDDCBLLE_01663	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
IDDCBLLE_01664	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
IDDCBLLE_01665	CDS	1797	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IDDCBLLE_01666	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
IDDCBLLE_01667	CDS	2946				hypothetical protein
IDDCBLLE_01668	CDS	624	iprA_1			Inhibitor of hydrogen peroxide resistance
IDDCBLLE_01669	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
IDDCBLLE_01670	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
IDDCBLLE_01671	CDS	1095				hypothetical protein
IDDCBLLE_01672	CDS	309	yaiY			Inner membrane protein YaiY
IDDCBLLE_01673	CDS	216				hypothetical protein
IDDCBLLE_01674	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
IDDCBLLE_01675	CDS	684				hypothetical protein
IDDCBLLE_01676	CDS	900	sbnD_2			Staphyloferrin B transporter
IDDCBLLE_01677	CDS	294	mdtG			Multidrug resistance protein MdtG
IDDCBLLE_01678	CDS	261	iraP			Anti-adapter protein IraP
IDDCBLLE_01679	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
IDDCBLLE_01680	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
IDDCBLLE_01681	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
IDDCBLLE_01682	CDS	456				hypothetical protein
IDDCBLLE_01683	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
IDDCBLLE_01684	CDS	192	yaiA			putative protein YaiA
IDDCBLLE_01685	CDS	678				hypothetical protein
IDDCBLLE_01686	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
IDDCBLLE_01687	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
IDDCBLLE_01688	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
IDDCBLLE_01689	CDS	1173	araJ		COG2814	Putative transporter AraJ
IDDCBLLE_01690	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
IDDCBLLE_01691	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
IDDCBLLE_01692	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
IDDCBLLE_01693	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
IDDCBLLE_01694	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
IDDCBLLE_01695	CDS	1371	proY		COG1113	Proline-specific permease ProY
IDDCBLLE_01696	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
IDDCBLLE_01697	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IDDCBLLE_01698	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
IDDCBLLE_01699	CDS	1065	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IDDCBLLE_01700	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
IDDCBLLE_01701	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
IDDCBLLE_01702	CDS	1815	secD		COG0342	Protein translocase subunit SecD
IDDCBLLE_01703	CDS	972	secF		COG0341	Protein translocase subunit SecF
IDDCBLLE_01704	CDS	366				hypothetical protein
IDDCBLLE_01705	CDS	693				hypothetical protein
IDDCBLLE_01706	CDS	348				hypothetical protein
IDDCBLLE_01707	CDS	264				hypothetical protein
IDDCBLLE_01708	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
IDDCBLLE_01709	CDS	540	yajI			putative lipoprotein YajI
IDDCBLLE_01710	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
IDDCBLLE_01711	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
IDDCBLLE_01712	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
IDDCBLLE_01713	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
IDDCBLLE_01714	CDS	981	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
IDDCBLLE_01715	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
IDDCBLLE_01716	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
IDDCBLLE_01717	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
IDDCBLLE_01718	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
IDDCBLLE_01719	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
IDDCBLLE_01720	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
IDDCBLLE_01721	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
IDDCBLLE_01722	CDS	870	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
IDDCBLLE_01723	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
IDDCBLLE_01724	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
IDDCBLLE_01725	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
IDDCBLLE_01726	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
IDDCBLLE_01727	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
IDDCBLLE_01728	CDS	591	yajL_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
IDDCBLLE_01729	CDS	912	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
IDDCBLLE_01730	CDS	492				hypothetical protein
IDDCBLLE_01731	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
IDDCBLLE_01732	CDS	1512				hypothetical protein
IDDCBLLE_01733	CDS	1494				hypothetical protein
IDDCBLLE_01734	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
IDDCBLLE_01735	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
IDDCBLLE_01736	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
IDDCBLLE_01737	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
IDDCBLLE_01738	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
IDDCBLLE_01739	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
IDDCBLLE_01740	CDS	633				hypothetical protein
IDDCBLLE_01741	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
IDDCBLLE_01742	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
IDDCBLLE_01743	CDS	624	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
IDDCBLLE_01744	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IDDCBLLE_01745	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
IDDCBLLE_01746	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
IDDCBLLE_01747	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
IDDCBLLE_01748	CDS	375			COG1555	putative protein
IDDCBLLE_01749	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
IDDCBLLE_01750	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
IDDCBLLE_01751	CDS	750	sgrR_1			HTH-type transcriptional regulator SgrR
IDDCBLLE_01752	CDS	924	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
IDDCBLLE_01753	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
IDDCBLLE_01754	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
IDDCBLLE_01755	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
IDDCBLLE_01756	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
IDDCBLLE_01757	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
IDDCBLLE_01758	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
IDDCBLLE_01759	CDS	1287	amtB			Ammonia channel
IDDCBLLE_01760	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
IDDCBLLE_01761	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
IDDCBLLE_01762	CDS	312	atl		COG3695	DNA base-flipping protein
IDDCBLLE_01763	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
IDDCBLLE_01764	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
IDDCBLLE_01765	CDS	471	ylaC			Inner membrane protein YlaC
IDDCBLLE_01766	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
IDDCBLLE_01767	CDS	219	hha			Hemolysin expression-modulating protein Hha
IDDCBLLE_01768	CDS	375	tomB			Hha toxicity modulator TomB
IDDCBLLE_01769	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
IDDCBLLE_01770	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
IDDCBLLE_01771	CDS	654	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
IDDCBLLE_01772	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
IDDCBLLE_01773	CDS	936				ISNCY family transposase ISRor2
IDDCBLLE_01774	CDS	168				hypothetical protein
IDDCBLLE_01775	CDS	516	priC		COG3923	Primosomal replication protein N''
IDDCBLLE_01776	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
IDDCBLLE_01777	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
IDDCBLLE_01778	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
IDDCBLLE_01779	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
IDDCBLLE_01780	CDS	606	recR		COG0353	Recombination protein RecR
IDDCBLLE_01781	CDS	1875	htpG		COG0326	Chaperone protein HtpG
IDDCBLLE_01782	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
IDDCBLLE_01783	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
IDDCBLLE_01784	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
IDDCBLLE_01785	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
IDDCBLLE_01786	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
IDDCBLLE_01787	CDS	126				hypothetical protein
IDDCBLLE_01788	CDS	1221	fsr			Fosmidomycin resistance protein
IDDCBLLE_01789	CDS	1653	ushA		COG0737	Protein UshA
IDDCBLLE_01790	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IDDCBLLE_01791	CDS	795				hypothetical protein
IDDCBLLE_01792	CDS	828				hypothetical protein
IDDCBLLE_01793	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
IDDCBLLE_01794	CDS	417	cueR		COG0789	HTH-type transcriptional regulator CueR
IDDCBLLE_01795	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
IDDCBLLE_01796	CDS	918	qmcA		COG0330	Protein QmcA
IDDCBLLE_01797	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
IDDCBLLE_01798	CDS	780	fetB		COG0390	putative iron export permease protein FetB
IDDCBLLE_01799	CDS	855	cnoX		COG3118	Chaperedoxin
IDDCBLLE_01800	CDS	771				hypothetical protein
IDDCBLLE_01801	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
IDDCBLLE_01802	CDS	687			COG1136	putative ABC transporter ATP-binding protein
IDDCBLLE_01803	CDS	2415				hypothetical protein
IDDCBLLE_01804	CDS	105				hypothetical protein
IDDCBLLE_01805	CDS	1134				hypothetical protein
IDDCBLLE_01806	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
IDDCBLLE_01807	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
IDDCBLLE_01808	CDS	660	metP		COG2011	Methionine import system permease protein MetP
IDDCBLLE_01809	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
IDDCBLLE_01810	CDS	927	allS_1			HTH-type transcriptional activator AllS
IDDCBLLE_01811	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
IDDCBLLE_01812	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
IDDCBLLE_01813	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
IDDCBLLE_01814	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
IDDCBLLE_01815	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
IDDCBLLE_01816	CDS	1248	sauU_1			putative sulfoacetate transporter SauU
IDDCBLLE_01817	CDS	1455	ybbW		COG1953	Putative allantoin permease
IDDCBLLE_01818	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
IDDCBLLE_01819	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
IDDCBLLE_01820	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
IDDCBLLE_01821	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
IDDCBLLE_01822	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
IDDCBLLE_01823	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
IDDCBLLE_01824	CDS	1665	fdrA		COG0074	Protein FdrA
IDDCBLLE_01825	CDS	1260				hypothetical protein
IDDCBLLE_01826	CDS	810				hypothetical protein
IDDCBLLE_01827	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
IDDCBLLE_01828	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
IDDCBLLE_01829	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
IDDCBLLE_01830	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
IDDCBLLE_01831	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
IDDCBLLE_01832	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
IDDCBLLE_01833	CDS	825				hypothetical protein
IDDCBLLE_01834	CDS	438				hypothetical protein
IDDCBLLE_01835	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
IDDCBLLE_01836	CDS	213	ybcJ		COG2501	putative protein YbcJ
IDDCBLLE_01837	CDS	867	folD		COG0190	Bifunctional protein FolD protein
IDDCBLLE_01838	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
IDDCBLLE_01839	CDS	141				hypothetical protein
IDDCBLLE_01840	CDS	378	fimA_2			Type-1 fimbrial protein, A chain
IDDCBLLE_01841	CDS	693	sfmC_1			putative fimbrial chaperone SfmC
IDDCBLLE_01842	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
IDDCBLLE_01843	CDS	1008	sfmH_1			putative fimbrial-like protein SfmH
IDDCBLLE_01844	CDS	519	sfmF			putative fimbrial-like protein SfmF
IDDCBLLE_01845	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
IDDCBLLE_01846	CDS	723				hypothetical protein
IDDCBLLE_01847	CDS	597				hypothetical protein
IDDCBLLE_01848	tRNA	77				tRNA-Arg(tct)
IDDCBLLE_01849	CDS	1164	xerD_2			Tyrosine recombinase XerD
IDDCBLLE_01850	CDS	345				hypothetical protein
IDDCBLLE_01851	CDS	300				hypothetical protein
IDDCBLLE_01852	CDS	282				hypothetical protein
IDDCBLLE_01853	CDS	1083				hypothetical protein
IDDCBLLE_01854	CDS	294				hypothetical protein
IDDCBLLE_01855	CDS	177				hypothetical protein
IDDCBLLE_01856	CDS	117				hypothetical protein
IDDCBLLE_01857	CDS	582				hypothetical protein
IDDCBLLE_01858	CDS	171				hypothetical protein
IDDCBLLE_01859	CDS	294				hypothetical protein
IDDCBLLE_01860	CDS	549				hypothetical protein
IDDCBLLE_01861	CDS	507	ssb_1			Single-stranded DNA-binding protein
IDDCBLLE_01862	CDS	708				hypothetical protein
IDDCBLLE_01863	CDS	189				hypothetical protein
IDDCBLLE_01864	CDS	114				hypothetical protein
IDDCBLLE_01865	CDS	141				hypothetical protein
IDDCBLLE_01866	CDS	126				hypothetical protein
IDDCBLLE_01867	CDS	300				hypothetical protein
IDDCBLLE_01868	CDS	201				hypothetical protein
IDDCBLLE_01869	CDS	333				hypothetical protein
IDDCBLLE_01870	CDS	210				hypothetical protein
IDDCBLLE_01871	CDS	924				hypothetical protein
IDDCBLLE_01872	CDS	636			COG2932	putative HTH-type transcriptional regulator
IDDCBLLE_01873	CDS	282				hypothetical protein
IDDCBLLE_01874	CDS	147				hypothetical protein
IDDCBLLE_01875	CDS	477				hypothetical protein
IDDCBLLE_01876	CDS	1377	dnaB_1	3.6.4.12	COG0305	Replicative DNA helicase
IDDCBLLE_01877	CDS	441				hypothetical protein
IDDCBLLE_01878	CDS	873				hypothetical protein
IDDCBLLE_01879	CDS	282				hypothetical protein
IDDCBLLE_01880	CDS	396	rusA_2	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
IDDCBLLE_01881	CDS	204				hypothetical protein
IDDCBLLE_01882	CDS	93				hypothetical protein
IDDCBLLE_01883	CDS	489				hypothetical protein
IDDCBLLE_01884	CDS	327				hypothetical protein
IDDCBLLE_01885	CDS	438	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
IDDCBLLE_01886	CDS	471				hypothetical protein
IDDCBLLE_01887	CDS	531				hypothetical protein
IDDCBLLE_01888	CDS	243				hypothetical protein
IDDCBLLE_01889	CDS	390				hypothetical protein
IDDCBLLE_01890	CDS	405				hypothetical protein
IDDCBLLE_01891	CDS	489				hypothetical protein
IDDCBLLE_01892	CDS	1500				hypothetical protein
IDDCBLLE_01893	CDS	2178				hypothetical protein
IDDCBLLE_01894	CDS	912				hypothetical protein
IDDCBLLE_01895	CDS	1293				hypothetical protein
IDDCBLLE_01896	CDS	561				hypothetical protein
IDDCBLLE_01897	CDS	501				hypothetical protein
IDDCBLLE_01898	CDS	1419				hypothetical protein
IDDCBLLE_01899	CDS	702				hypothetical protein
IDDCBLLE_01900	CDS	456				hypothetical protein
IDDCBLLE_01901	CDS	690				hypothetical protein
IDDCBLLE_01902	CDS	1305				hypothetical protein
IDDCBLLE_01903	CDS	1914				hypothetical protein
IDDCBLLE_01904	CDS	330				hypothetical protein
IDDCBLLE_01905	CDS	366				hypothetical protein
IDDCBLLE_01906	CDS	180				hypothetical protein
IDDCBLLE_01907	CDS	252				hypothetical protein
IDDCBLLE_01908	CDS	2004				hypothetical protein
IDDCBLLE_01909	CDS	1458				hypothetical protein
IDDCBLLE_01910	CDS	933	yfdH_1	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
IDDCBLLE_01911	CDS	582	tfaE_1			Prophage tail fiber assembly protein TfaE
IDDCBLLE_01912	CDS	1710				hypothetical protein
IDDCBLLE_01913	CDS	627				hypothetical protein
IDDCBLLE_01914	CDS	1227				hypothetical protein
IDDCBLLE_01915	CDS	333				hypothetical protein
IDDCBLLE_01916	CDS	717				hypothetical protein
IDDCBLLE_01917	CDS	1053				hypothetical protein
IDDCBLLE_01918	CDS	276				hypothetical protein
IDDCBLLE_01919	CDS	498				hypothetical protein
IDDCBLLE_01920	CDS	2055				hypothetical protein
IDDCBLLE_01921	CDS	588				hypothetical protein
IDDCBLLE_01922	CDS	438				hypothetical protein
IDDCBLLE_01923	CDS	1395				hypothetical protein
IDDCBLLE_01924	CDS	939				hypothetical protein
IDDCBLLE_01925	CDS	432				hypothetical protein
IDDCBLLE_01926	CDS	426				hypothetical protein
IDDCBLLE_01927	CDS	486				hypothetical protein
IDDCBLLE_01928	CDS	1032				hypothetical protein
IDDCBLLE_01929	CDS	873				hypothetical protein
IDDCBLLE_01930	CDS	1575				hypothetical protein
IDDCBLLE_01931	CDS	876				hypothetical protein
IDDCBLLE_01932	CDS	1431				hypothetical protein
IDDCBLLE_01933	CDS	1272				hypothetical protein
IDDCBLLE_01934	CDS	975				hypothetical protein
IDDCBLLE_01935	CDS	414				hypothetical protein
IDDCBLLE_01936	CDS	552				hypothetical protein
IDDCBLLE_01937	CDS	615				hypothetical protein
IDDCBLLE_01938	CDS	348				hypothetical protein
IDDCBLLE_01939	CDS	798				hypothetical protein
IDDCBLLE_01940	CDS	612				hypothetical protein
IDDCBLLE_01941	CDS	207				hypothetical protein
IDDCBLLE_01942	CDS	603				hypothetical protein
IDDCBLLE_01943	CDS	240	dinI_2			DNA damage-inducible protein I
IDDCBLLE_01944	CDS	267				hypothetical protein
IDDCBLLE_01945	CDS	573				hypothetical protein
IDDCBLLE_01946	CDS	474				hypothetical protein
IDDCBLLE_01947	CDS	525				hypothetical protein
IDDCBLLE_01948	CDS	348				hypothetical protein
IDDCBLLE_01949	CDS	750	dnaC_1		COG1484	DNA replication protein DnaC
IDDCBLLE_01950	CDS	978				hypothetical protein
IDDCBLLE_01951	CDS	321				hypothetical protein
IDDCBLLE_01952	CDS	237				hypothetical protein
IDDCBLLE_01953	CDS	405				hypothetical protein
IDDCBLLE_01954	CDS	171				hypothetical protein
IDDCBLLE_01955	CDS	3189				hypothetical protein
IDDCBLLE_01956	CDS	627				hypothetical protein
IDDCBLLE_01957	CDS	489				hypothetical protein
IDDCBLLE_01958	CDS	240				hypothetical protein
IDDCBLLE_01959	CDS	249				hypothetical protein
IDDCBLLE_01960	CDS	1293	intQ		COG0582	Putative defective protein IntQ
IDDCBLLE_01961	CDS	1203	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
IDDCBLLE_01962	CDS	1437	alsT_1		COG1115	Amino-acid carrier protein AlsT
IDDCBLLE_01963	CDS	1215	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
IDDCBLLE_01964	CDS	462	lrp_1		COG1522	Leucine-responsive regulatory protein
IDDCBLLE_01965	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
IDDCBLLE_01966	CDS	1092	ompF		COG3203	Outer membrane porin F
IDDCBLLE_01967	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
IDDCBLLE_01968	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
IDDCBLLE_01969	CDS	549				hypothetical protein
IDDCBLLE_01970	CDS	1851	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
IDDCBLLE_01971	CDS	4455	mukB		COG3096	Chromosome partition protein MukB
IDDCBLLE_01972	CDS	705	mukE		COG3095	Chromosome partition protein MukE
IDDCBLLE_01973	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
IDDCBLLE_01974	CDS	804	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
IDDCBLLE_01975	CDS	777				hypothetical protein
IDDCBLLE_01976	CDS	894				hypothetical protein
IDDCBLLE_01977	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
IDDCBLLE_01978	CDS	183				hypothetical protein
IDDCBLLE_01979	CDS	1233				hypothetical protein
IDDCBLLE_01980	CDS	978	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
IDDCBLLE_01981	CDS	1749	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
IDDCBLLE_01982	CDS	2265				hypothetical protein
IDDCBLLE_01983	CDS	285	ihfB		COG0776	Integration host factor subunit beta
